libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.86%; loss = 4.605170 
Iteration    10: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.08%; loss = 4.604952  (0.463311 s/it)
Iteration    20: accuracy_at_1 =  0.39%; accuracy_at_5 =  4.69%; loss = 4.594934  (0.474521 s/it)
Iteration    30: accuracy_at_1 =  0.00%; accuracy_at_5 =  4.30%; loss = 4.608209  (0.473741 s/it)
Iteration    40: accuracy_at_1 =  1.17%; accuracy_at_5 =  5.86%; loss = 4.584751  (0.473436 s/it)
Iteration    50: accuracy_at_1 =  1.95%; accuracy_at_5 =  6.64%; loss = 4.586311  (0.473563 s/it)
Iteration    60: accuracy_at_1 =  1.17%; accuracy_at_5 =  7.42%; loss = 4.595078  (0.473611 s/it)
Iteration    70: accuracy_at_1 =  3.12%; accuracy_at_5 =  8.59%; loss = 4.514399  (0.473898 s/it)
Iteration    80: accuracy_at_1 =  2.34%; accuracy_at_5 =  8.59%; loss = 4.507197  (0.473438 s/it)
Iteration    90: accuracy_at_1 =  2.34%; accuracy_at_5 = 13.28%; loss = 4.498726  (0.473530 s/it)
Iteration   100: accuracy_at_1 =  1.17%; accuracy_at_5 =  8.59%; loss = 4.544945  (0.474522 s/it)
Iteration   110: accuracy_at_1 =  2.34%; accuracy_at_5 = 10.16%; loss = 4.514617  (0.473878 s/it)
Iteration   120: accuracy_at_1 =  1.95%; accuracy_at_5 = 10.16%; loss = 4.466292  (0.473829 s/it)
Iteration   130: accuracy_at_1 =  3.52%; accuracy_at_5 = 12.11%; loss = 4.395641  (0.474454 s/it)
Iteration   140: accuracy_at_1 =  2.73%; accuracy_at_5 =  8.98%; loss = 4.459551  (0.475179 s/it)
Iteration   150: accuracy_at_1 =  1.95%; accuracy_at_5 = 13.67%; loss = 4.390837  (0.474755 s/it)
Iteration   160: accuracy_at_1 =  3.52%; accuracy_at_5 =  9.77%; loss = 4.426210  (0.475146 s/it)
Iteration   170: accuracy_at_1 =  3.52%; accuracy_at_5 = 10.94%; loss = 4.427120  (0.474929 s/it)
Iteration   180: accuracy_at_1 =  1.56%; accuracy_at_5 =  6.64%; loss = 4.481138  (0.474703 s/it)
Iteration   190: accuracy_at_1 =  1.17%; accuracy_at_5 = 10.94%; loss = 4.390647  (0.474565 s/it)
Iteration   200: accuracy_at_1 =  7.81%; accuracy_at_5 = 14.84%; loss = 4.352004  (0.473425 s/it)
Iteration   210: accuracy_at_1 =  2.34%; accuracy_at_5 = 14.45%; loss = 4.353139  (0.473531 s/it)
Iteration   220: accuracy_at_1 =  3.52%; accuracy_at_5 = 16.02%; loss = 4.406057  (0.473517 s/it)
Iteration   230: accuracy_at_1 =  2.73%; accuracy_at_5 = 13.28%; loss = 4.399329  (0.473230 s/it)
Iteration   240: accuracy_at_1 =  4.69%; accuracy_at_5 = 14.45%; loss = 4.334897  (0.473656 s/it)
Iteration   250: accuracy_at_1 =  3.52%; accuracy_at_5 = 12.11%; loss = 4.389891  (0.474209 s/it)
Iteration   260: accuracy_at_1 =  3.12%; accuracy_at_5 = 13.28%; loss = 4.428421  (0.473980 s/it)
Iteration   270: accuracy_at_1 =  2.73%; accuracy_at_5 = 15.23%; loss = 4.315938  (0.475034 s/it)
Iteration   280: accuracy_at_1 =  2.73%; accuracy_at_5 = 14.45%; loss = 4.354893  (0.474758 s/it)
Iteration   290: accuracy_at_1 =  4.69%; accuracy_at_5 = 17.58%; loss = 4.228399  (0.475159 s/it)
Iteration   300: accuracy_at_1 =  5.08%; accuracy_at_5 = 16.80%; loss = 4.341964  (0.475568 s/it)
Iteration   310: accuracy_at_1 =  7.03%; accuracy_at_5 = 23.05%; loss = 4.169857  (0.474834 s/it)
Iteration   320: accuracy_at_1 =  3.91%; accuracy_at_5 = 17.58%; loss = 4.179646  (0.474690 s/it)
Iteration   330: accuracy_at_1 =  2.34%; accuracy_at_5 = 17.97%; loss = 4.225908  (0.473469 s/it)
Iteration   340: accuracy_at_1 =  6.25%; accuracy_at_5 = 17.97%; loss = 4.190763  (0.473592 s/it)
Iteration   350: accuracy_at_1 =  5.08%; accuracy_at_5 = 18.36%; loss = 4.173892  (0.473405 s/it)
Iteration   360: accuracy_at_1 =  5.08%; accuracy_at_5 = 13.67%; loss = 4.352300  (0.473466 s/it)
Iteration   370: accuracy_at_1 =  3.91%; accuracy_at_5 = 17.97%; loss = 4.198634  (0.473570 s/it)
Iteration   380: accuracy_at_1 =  5.86%; accuracy_at_5 = 23.05%; loss = 4.166884  (0.473309 s/it)
Iteration   390: accuracy_at_1 =  6.64%; accuracy_at_5 = 19.92%; loss = 4.165875  (0.475472 s/it)
Iteration   400: accuracy_at_1 =  6.64%; accuracy_at_5 = 20.70%; loss = 4.140143  (0.474587 s/it)
Iteration   410: accuracy_at_1 =  4.69%; accuracy_at_5 = 17.97%; loss = 4.155041  (0.474792 s/it)
Iteration   420: accuracy_at_1 =  5.86%; accuracy_at_5 = 21.48%; loss = 4.163106  (0.474974 s/it)
Iteration   430: accuracy_at_1 =  3.52%; accuracy_at_5 = 17.58%; loss = 4.244609  (0.474658 s/it)
Iteration   440: accuracy_at_1 =  6.64%; accuracy_at_5 = 22.27%; loss = 4.152976  (0.474708 s/it)
Iteration   450: accuracy_at_1 =  6.64%; accuracy_at_5 = 16.41%; loss = 4.243216  (0.474592 s/it)
Iteration   460: accuracy_at_1 =  5.47%; accuracy_at_5 = 18.75%; loss = 4.159361  (0.473825 s/it)
Iteration   470: accuracy_at_1 =  5.86%; accuracy_at_5 = 23.83%; loss = 4.050797  (0.473845 s/it)
Iteration   480: accuracy_at_1 =  4.30%; accuracy_at_5 = 18.75%; loss = 4.226685  (0.473465 s/it)
Iteration   490: accuracy_at_1 =  8.20%; accuracy_at_5 = 23.44%; loss = 4.093538  (0.473217 s/it)
Iteration   500: accuracy_at_1 =  7.81%; accuracy_at_5 = 25.00%; loss = 3.989387  (0.473869 s/it)
Iteration   510: accuracy_at_1 =  8.20%; accuracy_at_5 = 21.88%; loss = 4.125944  (0.473663 s/it)
Iteration   520: accuracy_at_1 =  5.86%; accuracy_at_5 = 23.83%; loss = 4.048271  (0.474610 s/it)
Iteration   530: accuracy_at_1 =  8.59%; accuracy_at_5 = 23.05%; loss = 4.140318  (0.474753 s/it)
Iteration   540: accuracy_at_1 =  5.86%; accuracy_at_5 = 20.70%; loss = 4.130054  (0.474941 s/it)
Iteration   550: accuracy_at_1 =  7.03%; accuracy_at_5 = 23.83%; loss = 4.023052  (0.474885 s/it)
Iteration   560: accuracy_at_1 =  7.03%; accuracy_at_5 = 30.08%; loss = 3.939374  (0.474920 s/it)
Iteration   570: accuracy_at_1 =  8.59%; accuracy_at_5 = 26.17%; loss = 4.048342  (0.474796 s/it)
Iteration   580: accuracy_at_1 =  5.08%; accuracy_at_5 = 20.70%; loss = 4.050848  (0.473930 s/it)
Iteration   590: accuracy_at_1 =  5.86%; accuracy_at_5 = 19.53%; loss = 4.160740  (0.473652 s/it)
Iteration   600: accuracy_at_1 =  5.08%; accuracy_at_5 = 24.61%; loss = 3.999277  (0.473609 s/it)
Iteration   610: accuracy_at_1 =  5.08%; accuracy_at_5 = 25.39%; loss = 4.115154  (0.473457 s/it)
Iteration   620: accuracy_at_1 =  6.64%; accuracy_at_5 = 22.27%; loss = 4.077116  (0.474184 s/it)
Iteration   630: accuracy_at_1 =  7.03%; accuracy_at_5 = 28.12%; loss = 3.984933  (0.474819 s/it)
Iteration   640: accuracy_at_1 =  8.59%; accuracy_at_5 = 25.00%; loss = 4.018901  (0.474722 s/it)
Iteration   650: accuracy_at_1 =  8.20%; accuracy_at_5 = 28.52%; loss = 4.018451  (0.476178 s/it)
