libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.86%; loss = 4.605170 
Iteration    10: accuracy_at_1 =  0.39%; accuracy_at_5 =  5.08%; loss = 4.603046  (0.454643 s/it)
Iteration    20: accuracy_at_1 =  0.78%; accuracy_at_5 =  4.30%; loss = 4.599374  (0.455690 s/it)
Iteration    30: accuracy_at_1 =  1.17%; accuracy_at_5 =  3.52%; loss = 4.607318  (0.455796 s/it)
Iteration    40: accuracy_at_1 =  1.56%; accuracy_at_5 =  5.08%; loss = 4.596496  (0.455265 s/it)
Iteration    50: accuracy_at_1 =  1.56%; accuracy_at_5 =  6.25%; loss = 4.595694  (0.462589 s/it)
Iteration    60: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.47%; loss = 4.606792  (0.467929 s/it)
Iteration    70: accuracy_at_1 =  0.78%; accuracy_at_5 =  7.42%; loss = 4.573920  (0.466222 s/it)
Iteration    80: accuracy_at_1 =  0.78%; accuracy_at_5 =  7.42%; loss = 4.557450  (0.465007 s/it)
Iteration    90: accuracy_at_1 =  2.34%; accuracy_at_5 =  6.64%; loss = 4.550881  (0.465251 s/it)
Iteration   100: accuracy_at_1 =  1.95%; accuracy_at_5 =  7.03%; loss = 4.573823  (0.464432 s/it)
Iteration   110: accuracy_at_1 =  1.95%; accuracy_at_5 =  8.98%; loss = 4.553557  (0.466323 s/it)
Iteration   120: accuracy_at_1 =  3.91%; accuracy_at_5 = 10.55%; loss = 4.514110  (0.464175 s/it)
Iteration   130: accuracy_at_1 =  3.12%; accuracy_at_5 = 10.55%; loss = 4.498150  (0.465606 s/it)
Iteration   140: accuracy_at_1 =  3.12%; accuracy_at_5 = 10.94%; loss = 4.470635  (0.469088 s/it)
Iteration   150: accuracy_at_1 =  0.78%; accuracy_at_5 =  6.25%; loss = 4.497251  (0.465834 s/it)
Iteration   160: accuracy_at_1 =  0.39%; accuracy_at_5 =  6.25%; loss = 4.462930  (0.466215 s/it)
Iteration   170: accuracy_at_1 =  1.56%; accuracy_at_5 =  8.98%; loss = 4.467313  (0.465798 s/it)
Iteration   180: accuracy_at_1 =  1.56%; accuracy_at_5 =  4.69%; loss = 4.503394  (0.464929 s/it)
Iteration   190: accuracy_at_1 =  1.56%; accuracy_at_5 =  8.59%; loss = 4.455326  (0.467957 s/it)
Iteration   200: accuracy_at_1 =  3.12%; accuracy_at_5 = 10.16%; loss = 4.459949  (0.465476 s/it)
Iteration   210: accuracy_at_1 =  1.56%; accuracy_at_5 = 10.16%; loss = 4.420955  (0.463638 s/it)
Iteration   220: accuracy_at_1 =  2.34%; accuracy_at_5 =  7.81%; loss = 4.475720  (0.465087 s/it)
Iteration   230: accuracy_at_1 =  2.34%; accuracy_at_5 = 13.67%; loss = 4.424881  (0.466559 s/it)
Iteration   240: accuracy_at_1 =  2.73%; accuracy_at_5 =  9.38%; loss = 4.440319  (0.467394 s/it)
Iteration   250: accuracy_at_1 =  2.34%; accuracy_at_5 = 10.94%; loss = 4.477719  (0.465636 s/it)
Iteration   260: accuracy_at_1 =  1.95%; accuracy_at_5 =  9.77%; loss = 4.443574  (0.465095 s/it)
Iteration   270: accuracy_at_1 =  1.17%; accuracy_at_5 = 11.33%; loss = 4.406311  (0.467819 s/it)
Iteration   280: accuracy_at_1 =  1.56%; accuracy_at_5 =  8.59%; loss = 4.398637  (0.465576 s/it)
Iteration   290: accuracy_at_1 =  3.12%; accuracy_at_5 = 12.50%; loss = 4.372973  (0.465328 s/it)
Iteration   300: accuracy_at_1 =  2.73%; accuracy_at_5 =  9.77%; loss = 4.398359  (0.465064 s/it)
Iteration   310: accuracy_at_1 =  3.52%; accuracy_at_5 = 15.62%; loss = 4.327589  (0.465087 s/it)
Iteration   320: accuracy_at_1 =  1.56%; accuracy_at_5 = 14.06%; loss = 4.335405  (0.467229 s/it)
Iteration   330: accuracy_at_1 =  2.73%; accuracy_at_5 = 15.23%; loss = 4.309913  (0.463637 s/it)
Iteration   340: accuracy_at_1 =  3.12%; accuracy_at_5 = 12.11%; loss = 4.313071  (0.463363 s/it)
Iteration   350: accuracy_at_1 =  3.52%; accuracy_at_5 = 12.89%; loss = 4.324283  (0.463420 s/it)
Iteration   360: accuracy_at_1 =  2.34%; accuracy_at_5 = 11.72%; loss = 4.404469  (0.464242 s/it)
Iteration   370: accuracy_at_1 =  2.73%; accuracy_at_5 = 15.23%; loss = 4.275599  (0.463228 s/it)
Iteration   380: accuracy_at_1 =  5.47%; accuracy_at_5 = 17.19%; loss = 4.322142  (0.463427 s/it)
Iteration   390: accuracy_at_1 =  4.30%; accuracy_at_5 = 16.02%; loss = 4.314776  (0.464801 s/it)
Iteration   400: accuracy_at_1 =  5.47%; accuracy_at_5 = 20.31%; loss = 4.185736  (0.456521 s/it)
Iteration   410: accuracy_at_1 =  5.47%; accuracy_at_5 = 15.62%; loss = 4.295252  (0.456712 s/it)
Iteration   420: accuracy_at_1 =  3.12%; accuracy_at_5 = 16.02%; loss = 4.220828  (0.457206 s/it)
Iteration   430: accuracy_at_1 =  4.30%; accuracy_at_5 = 15.23%; loss = 4.307405  (0.456552 s/it)
Iteration   440: accuracy_at_1 =  4.30%; accuracy_at_5 = 16.02%; loss = 4.205173  (0.456652 s/it)
Iteration   450: accuracy_at_1 =  1.95%; accuracy_at_5 = 11.72%; loss = 4.308576  (0.456456 s/it)
Iteration   460: accuracy_at_1 =  4.69%; accuracy_at_5 = 25.00%; loss = 4.178242  (0.455442 s/it)
Iteration   470: accuracy_at_1 =  5.08%; accuracy_at_5 = 17.58%; loss = 4.198258  (0.456323 s/it)
Iteration   480: accuracy_at_1 =  6.25%; accuracy_at_5 = 19.53%; loss = 4.210037  (0.455188 s/it)
Iteration   490: accuracy_at_1 =  7.42%; accuracy_at_5 = 17.58%; loss = 4.154857  (0.455406 s/it)
Iteration   500: accuracy_at_1 =  2.34%; accuracy_at_5 = 17.97%; loss = 4.124874  (0.456025 s/it)
Iteration   510: accuracy_at_1 =  7.03%; accuracy_at_5 = 19.92%; loss = 4.122478  (0.455647 s/it)
