libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 =  0.00%; accuracy_at_5 =  0.00%; loss = 4.605170 
Iteration    10: accuracy_at_1 =  9.77%; accuracy_at_5 = 53.91%; loss = 4.050997  (0.401296 s/it)
Iteration    20: accuracy_at_1 = 11.33%; accuracy_at_5 = 56.25%; loss = 2.425226  (0.411498 s/it)
Iteration    30: accuracy_at_1 = 13.28%; accuracy_at_5 = 58.20%; loss = 2.305474  (0.411640 s/it)
Iteration    40: accuracy_at_1 = 19.53%; accuracy_at_5 = 64.45%; loss = 2.199145  (0.411565 s/it)
Iteration    50: accuracy_at_1 = 16.41%; accuracy_at_5 = 65.23%; loss = 2.189951  (0.411499 s/it)
Iteration    60: accuracy_at_1 = 18.36%; accuracy_at_5 = 69.92%; loss = 2.160708  (0.411466 s/it)
Iteration    70: accuracy_at_1 = 19.53%; accuracy_at_5 = 72.27%; loss = 2.133931  (0.411357 s/it)
Iteration    80: accuracy_at_1 = 22.27%; accuracy_at_5 = 73.83%; loss = 2.068651  (0.411328 s/it)
Iteration    90: accuracy_at_1 = 23.44%; accuracy_at_5 = 74.61%; loss = 2.006162  (0.411618 s/it)
Iteration   100: accuracy_at_1 = 27.34%; accuracy_at_5 = 77.34%; loss = 2.003398  (0.411619 s/it)
Iteration   110: accuracy_at_1 = 27.73%; accuracy_at_5 = 83.20%; loss = 1.922086  (0.411608 s/it)
Iteration   120: accuracy_at_1 = 30.08%; accuracy_at_5 = 82.42%; loss = 1.927656  (0.411934 s/it)
Iteration   130: accuracy_at_1 = 30.47%; accuracy_at_5 = 80.86%; loss = 1.911694  (0.411726 s/it)
Iteration   140: accuracy_at_1 = 24.22%; accuracy_at_5 = 78.12%; loss = 2.023357  (0.412667 s/it)
Iteration   150: accuracy_at_1 = 29.69%; accuracy_at_5 = 78.12%; loss = 1.919345  (0.412548 s/it)
Iteration   160: accuracy_at_1 = 38.67%; accuracy_at_5 = 80.47%; loss = 1.864041  (0.412724 s/it)
Iteration   170: accuracy_at_1 = 35.55%; accuracy_at_5 = 82.81%; loss = 1.857769  (0.412365 s/it)
Iteration   180: accuracy_at_1 = 28.52%; accuracy_at_5 = 80.08%; loss = 1.972304  (0.412516 s/it)
Iteration   190: accuracy_at_1 = 36.33%; accuracy_at_5 = 82.03%; loss = 1.819281  (0.412588 s/it)
Iteration   200: accuracy_at_1 = 34.77%; accuracy_at_5 = 82.81%; loss = 1.759808  (0.411183 s/it)
Iteration   210: accuracy_at_1 = 41.80%; accuracy_at_5 = 87.89%; loss = 1.672726  (0.411288 s/it)
Iteration   220: accuracy_at_1 = 34.77%; accuracy_at_5 = 83.20%; loss = 1.853812  (0.411203 s/it)
Iteration   230: accuracy_at_1 = 38.67%; accuracy_at_5 = 87.11%; loss = 1.706086  (0.411252 s/it)
Iteration   240: accuracy_at_1 = 41.41%; accuracy_at_5 = 85.16%; loss = 1.659612  (0.411620 s/it)
Iteration   250: accuracy_at_1 = 39.06%; accuracy_at_5 = 85.16%; loss = 1.667273  (0.411688 s/it)
Iteration   260: accuracy_at_1 = 38.28%; accuracy_at_5 = 87.11%; loss = 1.679144  (0.412219 s/it)
Iteration   270: accuracy_at_1 = 39.06%; accuracy_at_5 = 84.38%; loss = 1.733606  (0.412345 s/it)
Iteration   280: accuracy_at_1 = 34.38%; accuracy_at_5 = 86.33%; loss = 1.756761  (0.412887 s/it)
Iteration   290: accuracy_at_1 = 38.67%; accuracy_at_5 = 83.98%; loss = 1.718666  (0.412654 s/it)
Iteration   300: accuracy_at_1 = 39.06%; accuracy_at_5 = 88.28%; loss = 1.832395  (0.412596 s/it)
Iteration   310: accuracy_at_1 = 42.19%; accuracy_at_5 = 91.80%; loss = 1.582321  (0.412391 s/it)
Iteration   320: accuracy_at_1 = 37.89%; accuracy_at_5 = 86.33%; loss = 1.695482  (0.412508 s/it)
Iteration   330: accuracy_at_1 = 44.14%; accuracy_at_5 = 88.28%; loss = 1.747691  (0.411497 s/it)
Iteration   340: accuracy_at_1 = 45.70%; accuracy_at_5 = 88.28%; loss = 1.614886  (0.411460 s/it)
Iteration   350: accuracy_at_1 = 37.11%; accuracy_at_5 = 88.67%; loss = 1.722850  (0.411229 s/it)
Iteration   360: accuracy_at_1 = 37.50%; accuracy_at_5 = 85.55%; loss = 1.697181  (0.411455 s/it)
Iteration   370: accuracy_at_1 = 42.58%; accuracy_at_5 = 88.67%; loss = 1.666184  (0.411312 s/it)
Iteration   380: accuracy_at_1 = 39.45%; accuracy_at_5 = 87.50%; loss = 1.661290  (0.411267 s/it)
Iteration   390: accuracy_at_1 = 47.27%; accuracy_at_5 = 89.84%; loss = 1.559300  (0.412097 s/it)
Iteration   400: accuracy_at_1 = 42.58%; accuracy_at_5 = 90.23%; loss = 1.600900  (0.412599 s/it)
Iteration   410: accuracy_at_1 = 44.53%; accuracy_at_5 = 91.02%; loss = 1.589683  (0.412446 s/it)
Iteration   420: accuracy_at_1 = 45.31%; accuracy_at_5 = 90.23%; loss = 1.580122  (0.412294 s/it)
Iteration   430: accuracy_at_1 = 43.36%; accuracy_at_5 = 91.41%; loss = 1.527850  (0.412496 s/it)
Iteration   440: accuracy_at_1 = 42.97%; accuracy_at_5 = 87.89%; loss = 1.574424  (0.412496 s/it)
Iteration   450: accuracy_at_1 = 42.97%; accuracy_at_5 = 85.55%; loss = 1.666177  (0.412349 s/it)
Iteration   460: accuracy_at_1 = 38.67%; accuracy_at_5 = 88.28%; loss = 1.615062  (0.411415 s/it)
Iteration   470: accuracy_at_1 = 47.66%; accuracy_at_5 = 90.23%; loss = 1.547034  (0.411306 s/it)
Iteration   480: accuracy_at_1 = 41.80%; accuracy_at_5 = 88.28%; loss = 1.639597  (0.411163 s/it)
